timestamp,temperature_c,pressure_hpa,humidity_pct,wind_speed_ms,rainfall_mm,extreme_event
2023-01-05 06:00:00,15.02,1012.05,47.7,4.03,0.9,0
2023-01-05 07:00:00,17.21,1007.43,55.1,4.26,0.38,0
2023-01-05 08:00:00,13.88,983.37,68.2,9.72,23.83,1
2023-01-05 09:00:00,15.34,1015.62,50.6,4.07,0.5,0
2023-01-05 10:00:00,13.86,1005.53,57.0,0.24,0.88,0
2023-01-05 11:00:00,15.09,1016.5,52.4,5.2,0.7,0
2023-01-05 12:00:00,17.45,1023.26,64.7,2.19,0.66,0
2023-01-05 13:00:00,12.33,1013.86,47.7,0.03,0.09,0
2023-01-05 14:00:00,16.66,1011.31,69.1,3.04,0.26,0
2023-01-05 15:00:00,16.27,1012.29,63.5,5.62,0.61,0
2023-01-05 16:00:00,14.61,1016.08,69.0,1.54,0.33,0
2023-01-05 17:00:00,12.92,978.49,83.7,6.53,27.03,1
2023-01-05 18:00:00,15.96,1013.82,44.3,1.04,0.03,0
2023-01-05 19:00:00,14.76,1011.05,55.8,0.35,0.19,0
2023-01-05 20:00:00,16.3,1022.24,45.1,0.48,0.03,0
2023-01-05 21:00:00,15.88,1012.13,64.5,4.36,0.18,0
2023-01-05 22:00:00,19.05,1021.34,57.5,5.18,0.01,0
2023-01-05 23:00:00,15.37,1007.48,47.9,0.86,2.05,0
2023-01-06 00:00:00,13.81,1015.94,67.9,1.73,0.5,0
2023-01-06 01:00:00,16.23,1014.6,43.5,1.17,0.44,0
2023-01-06 02:00:00,16.31,1008.65,56.9,0.16,0.45,0
2023-01-06 03:00:00,18.6,1013.89,61.6,3.32,0.2,0
2023-01-06 04:00:00,17.56,1019.06,41.8,4.2,0.1,0
2023-01-06 05:00:00,16.61,1011.38,57.9,3.89,0.54,0
2023-01-06 06:00:00,18.83,1004.54,64.5,2.33,0.07,0
2023-01-06 07:00:00,13.53,1012.91,42.0,3.33,0.03,0
2023-01-06 08:00:00,14.64,1008.49,55.4,0.56,0.22,0
2023-01-06 09:00:00,14.07,1011.29,47.8,0.93,0.46,0
2023-01-06 10:00:00,15.15,1012.59,59.9,5.59,0.05,0
2023-01-06 11:00:00,13.18,1004.47,43.6,4.57,0.92,0
2023-01-06 12:00:00,17.22,1004.92,68.1,5.54,0.41,0
2023-01-06 13:00:00,15.51,1015.41,66.8,5.5,1.34,0
2023-01-06 14:00:00,13.02,1010.39,45.6,3.9,0.02,0
2023-01-06 15:00:00,13.94,1000.18,49.7,5.57,0.01,0
2023-01-06 16:00:00,16.6,1016.92,57.6,2.5,0.15,0
2023-01-06 17:00:00,17.66,1014.36,61.5,0.02,0.02,0
2023-01-06 18:00:00,19.98,1009.43,53.3,0.38,0.81,0
2023-01-06 19:00:00,21.82,1006.42,44.7,0.66,0.66,0
2023-01-06 20:00:00,16.83,1017.18,43.1,0.57,0.27,0
2023-01-06 21:00:00,14.03,1014.75,70.0,2.11,0.1,0
2023-01-06 22:00:00,11.75,1024.91,53.7,4.21,0.4,0
2023-01-06 23:00:00,16.56,1015.1,66.2,4.74,0.41,0
2023-01-07 00:00:00,14.41,1014.94,54.5,3.54,0.8,0
2023-01-07 01:00:00,15.21,1012.17,67.7,0.88,0.1,0
2023-01-07 02:00:00,14.82,1017.08,42.6,4.49,0.69,0
2023-01-07 03:00:00,15.77,1016.13,43.4,2.13,0.58,0
2023-01-07 04:00:00,18.19,1019.26,67.9,0.08,0.28,0
2023-01-07 05:00:00,16.38,1010.39,68.4,1.68,0.03,0
2023-01-07 06:00:00,15.76,1010.82,49.4,1.98,0.06,0
2023-01-07 07:00:00,14.01,985.59,65.6,10.12,35.53,1
2023-01-07 08:00:00,12.74,989.83,70.5,13.07,30.6,1
2023-01-07 09:00:00,15.12,986.55,82.8,8.55,44.04,1
2023-01-07 10:00:00,15.99,979.24,79.1,9.1,27.25,1
2023-01-07 11:00:00,19.65,984.16,77.4,6.68,42.79,1
2023-01-07 12:00:00,16.38,1014.57,47.6,4.85,0.48,0
2023-01-07 13:00:00,18.09,1011.77,61.2,4.06,0.57,0
2023-01-07 14:00:00,15.13,1017.76,42.0,1.17,2.02,0
2023-01-07 15:00:00,13.77,1001.74,41.2,3.89,0.03,0
2023-01-07 16:00:00,14.21,1008.87,59.6,2.9,0.41,0
2023-01-07 17:00:00,14.7,1009.09,50.2,2.64,1.11,0
2023-01-07 18:00:00,20.42,1001.4,59.7,0.67,0.03,0
2023-01-07 19:00:00,14.52,1008.18,42.8,3.11,0.15,0
2023-01-07 20:00:00,17.85,1008.42,68.5,0.6,0.48,0
2023-01-07 21:00:00,14.37,984.85,86.7,7.72,16.69,1
2023-01-07 22:00:00,18.05,1018.56,66.3,0.8,0.35,0
2023-01-07 23:00:00,16.96,1011.77,44.1,5.72,0.34,0
2023-01-08 00:00:00,15.89,1007.85,49.6,1.71,0.57,0
2023-01-08 01:00:00,16.13,1012.72,51.1,2.13,0.22,0
2023-01-08 02:00:00,14.91,1018.25,56.1,1.93,0.61,0
2023-01-08 03:00:00,17.12,1008.12,48.9,5.39,0.76,0
2023-01-08 04:00:00,15.32,1008.45,41.8,3.38,0.45,0
2023-01-08 05:00:00,13.79,1015.79,51.1,5.51,0.18,0
2023-01-08 06:00:00,13.69,1011.89,47.6,1.8,1.08,0
2023-01-08 07:00:00,16.6,987.66,82.8,8.61,13.61,1
2023-01-08 08:00:00,19.42,1012.93,45.9,3.34,0.34,0
2023-01-08 09:00:00,16.59,1016.51,47.9,2.07,0.69,0
2023-01-08 10:00:00,16.04,1007.82,58.8,4.81,0.24,0
2023-01-08 11:00:00,16.85,1012.94,51.6,5.28,0.2,0
2023-01-08 12:00:00,18.9,1011.95,50.4,2.84,0.06,0
2023-01-08 13:00:00,16.73,1006.92,56.0,5.83,0.29,0
2023-01-08 14:00:00,15.48,1005.18,63.2,3.32,1.34,0
2023-01-08 15:00:00,18.52,1016.43,51.4,1.63,0.02,0
2023-01-08 16:00:00,17.17,1011.25,57.6,2.93,0.03,0
2023-01-08 17:00:00,19.39,1007.89,69.0,0.22,1.15,0
2023-01-08 18:00:00,16.7,1012.52,55.7,4.82,2.54,0
2023-01-08 19:00:00,13.89,1018.64,67.3,0.61,0.48,0
2023-01-08 20:00:00,13.61,1001.6,63.8,1.85,2.48,0
2023-01-08 21:00:00,19.65,1005.52,41.8,3.39,0.39,0
2023-01-08 22:00:00,19.81,1008.39,52.9,0.26,0.41,0
2023-01-08 23:00:00,16.01,994.86,73.3,11.53,49.53,1
2023-01-09 00:00:00,15.61,1014.41,69.6,4.18,1.88,0
2023-01-09 01:00:00,19.3,1016.84,53.8,0.43,0.17,0
2023-01-09 02:00:00,14.17,1007.3,42.8,2.86,0.38,0
2023-01-09 03:00:00,14.6,976.63,68.0,5.72,12.34,1
2023-01-09 04:00:00,17.69,1015.24,43.8,1.37,1.27,0
2023-01-09 05:00:00,15.62,1013.29,62.5,1.13,1.12,0
2023-01-09 06:00:00,16.41,1015.74,55.2,4.58,0.6,0
2023-01-09 07:00:00,16.1,1012.06,61.7,5.71,0.6,0
2023-01-09 08:00:00,17.1,1014.39,66.1,0.84,0.4,0
2023-01-09 09:00:00,19.25,1013.79,58.9,5.76,0.04,0
2023-01-09 10:00:00,16.62,1016.89,58.4,3.57,0.22,0
2023-01-09 11:00:00,17.74,1017.04,62.6,3.85,0.69,0
2023-01-09 12:00:00,12.36,1004.9,65.3,4.26,0.23,0
2023-01-09 13:00:00,16.37,1001.76,66.1,4.22,0.17,0
2023-01-09 14:00:00,14.79,989.8,78.1,8.55,29.65,1
2023-01-09 15:00:00,14.04,1018.94,56.7,2.9,0.83,0
2023-01-09 16:00:00,14.73,1007.9,46.5,3.2,0.39,0
2023-01-09 17:00:00,15.83,1003.7,65.8,1.94,0.24,0
2023-01-09 18:00:00,18.33,1013.5,59.5,0.63,0.55,0
2023-01-09 19:00:00,13.85,1017.65,52.6,3.99,0.09,0
2023-01-09 20:00:00,16.58,1021.99,45.6,0.2,1.05,0
2023-01-09 21:00:00,15.55,1015.58,50.2,1.65,0.42,0
2023-01-09 22:00:00,15.87,1011.14,61.1,0.57,1.01,0
2023-01-09 23:00:00,18.54,1008.53,46.1,1.14,0.01,0
2023-01-10 00:00:00,17.62,1013.06,42.8,3.83,0.09,0
2023-01-10 01:00:00,19.22,1011.5,66.6,3.77,0.06,0
2023-01-10 02:00:00,16.25,979.63,82.2,10.39,15.12,1
2023-01-10 03:00:00,15.17,1023.24,46.0,0.54,0.62,0
2023-01-10 04:00:00,16.12,1021.93,48.8,2.6,0.06,0
2023-01-10 05:00:00,17.06,1018.68,69.2,2.12,1.54,0
2023-01-10 06:00:00,16.94,1008.4,61.2,4.32,0.48,0
2023-01-10 07:00:00,14.42,1017.28,58.3,3.47,0.77,0
2023-01-10 08:00:00,16.78,1016.2,49.2,2.95,1.57,0
2023-01-10 09:00:00,17.06,1015.21,49.0,2.92,0.22,0
2023-01-10 10:00:00,21.65,1019.25,41.2,5.8,0.61,0
2023-01-10 11:00:00,20.37,1016.18,61.9,4.54,0.04,0
2023-01-10 12:00:00,14.92,1016.7,41.3,2.98,0.03,0
2023-01-10 13:00:00,16.06,1016.18,40.1,2.88,0.33,0
2023-01-10 14:00:00,13.72,1014.7,61.9,0.16,0.53,0
2023-01-10 15:00:00,15.47,1004.08,68.5,5.66,0.62,0
2023-01-10 16:00:00,17.29,982.79,80.6,9.92,18.27,1
2023-01-10 17:00:00,19.08,977.66,68.4,5.61,22.5,1
2023-01-10 18:00:00,15.21,979.03,82.3,10.96,17.13,1
2023-01-10 19:00:00,15.37,988.14,81.9,6.19,10.81,1
2023-01-10 20:00:00,12.39,1021.64,49.7,0.28,0.24,0
2023-01-10 21:00:00,16.37,1019.8,55.7,0.37,0.0,0
2023-01-10 22:00:00,14.57,1014.28,52.9,0.15,0.57,0
2023-01-10 23:00:00,15.65,1019.75,57.9,3.6,0.97,0
2023-01-11 00:00:00,14.96,1013.06,66.9,0.43,0.74,0
2023-01-11 01:00:00,16.53,985.09,70.6,5.45,32.71,1
2023-01-11 02:00:00,13.21,1007.53,42.4,5.62,0.32,0
2023-01-11 03:00:00,13.8,984.2,83.6,11.94,32.56,1
2023-01-11 04:00:00,21.0,1013.3,45.4,3.7,0.3,0
2023-01-11 05:00:00,14.17,1006.49,50.6,1.75,0.4,0
2023-01-11 06:00:00,14.56,1012.74,48.6,0.38,0.05,0
2023-01-11 07:00:00,20.44,1012.6,45.2,4.42,0.14,0
2023-01-11 08:00:00,22.58,1021.99,62.9,0.61,0.06,0
2023-01-11 09:00:00,14.43,1017.47,54.9,0.51,0.0,0
2023-01-11 10:00:00,16.05,1013.06,67.6,1.87,0.18,0
2023-01-11 11:00:00,17.47,1014.24,41.0,0.07,0.27,0
2023-01-11 12:00:00,20.26,1013.22,42.0,2.6,0.25,0
2023-01-11 13:00:00,14.83,1011.99,52.1,4.25,0.02,0
2023-01-11 14:00:00,16.32,1007.59,42.4,4.81,0.86,0
2023-01-11 15:00:00,18.37,1012.24,47.9,3.63,0.08,0
2023-01-11 16:00:00,17.7,1009.27,69.6,5.08,0.46,0
2023-01-11 17:00:00,16.08,1006.75,46.3,2.44,0.48,0
2023-01-11 18:00:00,16.57,1015.56,45.9,5.09,0.06,0
2023-01-11 19:00:00,14.1,1014.96,57.2,3.04,0.02,0
2023-01-11 20:00:00,16.38,1004.07,54.9,1.34,0.01,0
2023-01-11 21:00:00,16.33,1012.39,57.4,5.66,0.16,0
2023-01-11 22:00:00,17.33,1017.98,51.3,1.65,0.43,0
2023-01-11 23:00:00,15.76,1018.3,64.8,0.16,0.07,0
2023-01-12 00:00:00,17.83,1018.13,44.2,1.46,0.04,0
2023-01-12 01:00:00,18.91,1013.19,52.9,2.2,0.45,0
2023-01-12 02:00:00,17.21,1008.77,60.7,2.11,0.08,0
2023-01-12 03:00:00,17.61,1007.58,66.0,3.15,0.83,0
2023-01-12 04:00:00,17.02,1014.72,51.1,5.3,0.34,0
2023-01-12 05:00:00,16.92,1014.9,57.0,1.75,0.44,0
2023-01-12 06:00:00,15.48,1019.44,42.1,3.12,1.04,0
2023-01-12 07:00:00,17.56,1018.5,45.1,2.04,0.09,0
2023-01-12 08:00:00,16.74,1012.34,42.1,4.93,0.41,0
2023-01-12 09:00:00,21.13,1006.78,61.8,0.95,0.21,0
2023-01-12 10:00:00,20.1,1011.4,48.6,0.62,0.07,0
2023-01-12 11:00:00,17.73,1014.09,61.7,3.02,0.45,0
2023-01-12 12:00:00,15.44,1011.99,42.0,4.03,0.02,0
2023-01-12 13:00:00,14.75,1010.11,65.9,4.77,0.94,0
2023-01-12 14:00:00,19.36,1014.26,65.1,3.54,0.57,0
2023-01-12 15:00:00,17.51,1010.48,42.7,4.64,1.97,0
2023-01-12 16:00:00,17.96,1009.86,40.7,2.36,0.31,0
2023-01-12 17:00:00,13.51,1014.56,41.7,0.2,1.26,0
2023-01-12 18:00:00,18.86,1010.99,65.6,0.7,0.1,0
2023-01-12 19:00:00,17.92,1014.22,47.0,0.23,0.38,0
2023-01-12 20:00:00,14.8,1014.37,56.4,1.97,0.38,0
2023-01-12 21:00:00,16.09,1007.3,52.8,2.97,0.58,0
2023-01-12 22:00:00,17.56,985.35,90.0,14.4,18.8,1
2023-01-12 23:00:00,17.15,1020.19,54.7,3.36,0.79,0
2023-01-13 00:00:00,16.47,1007.19,55.0,2.88,0.04,0
2023-01-13 01:00:00,16.85,1002.42,69.7,4.07,0.42,0
2023-01-13 02:00:00,16.56,1003.69,44.5,4.0,0.19,0
2023-01-13 03:00:00,17.38,1013.15,64.9,1.91,0.07,0
2023-01-13 04:00:00,20.02,1013.15,41.6,2.08,0.33,0
2023-01-13 05:00:00,11.95,1012.41,54.3,3.51,0.26,0
2023-01-13 06:00:00,16.62,1019.07,66.6,3.58,0.02,0
2023-01-13 07:00:00,17.45,999.64,60.0,1.89,0.4,0
2023-01-13 08:00:00,17.7,1014.98,60.6,1.98,0.05,0
2023-01-13 09:00:00,16.37,1020.81,47.9,4.16,0.7,0
2023-01-13 10:00:00,13.61,1007.36,52.6,3.88,0.15,0
2023-01-13 11:00:00,17.78,1011.1,51.0,0.81,0.45,0
2023-01-13 12:00:00,20.59,1009.24,55.6,2.65,0.09,0
2023-01-13 13:00:00,14.07,1008.53,53.9,5.36,1.15,0
2023-01-13 14:00:00,18.88,1011.37,49.8,0.22,0.03,0
2023-01-13 15:00:00,16.5,1020.14,49.2,5.13,1.1,0
2023-01-13 16:00:00,17.04,1022.19,47.5,0.98,0.1,0
2023-01-13 17:00:00,15.06,1011.32,51.0,3.04,0.08,0
2023-01-13 18:00:00,16.51,1022.53,44.5,2.55,0.46,0
2023-01-13 19:00:00,19.78,1013.18,66.2,0.06,0.4,0
2023-01-13 20:00:00,18.36,1021.77,58.1,5.49,1.58,0
2023-01-13 21:00:00,20.66,1012.53,44.0,2.73,0.34,0
2023-01-13 22:00:00,19.56,1013.66,60.8,5.73,0.12,0
2023-01-13 23:00:00,18.09,1014.83,65.4,1.72,0.44,0
2023-01-14 00:00:00,20.71,1028.89,47.1,5.2,0.4,0
2023-01-14 01:00:00,18.1,1017.26,44.5,5.53,0.4,0
2023-01-14 02:00:00,18.89,1009.46,40.3,3.34,1.7,0
2023-01-14 03:00:00,16.65,1017.84,41.4,1.22,0.15,0
2023-01-14 04:00:00,17.38,1011.19,62.9,4.11,0.28,0
2023-01-14 05:00:00,15.86,978.49,68.2,5.24,49.48,1
2023-01-14 06:00:00,19.24,989.53,69.7,14.41,43.98,1
2023-01-14 07:00:00,14.91,1013.16,62.4,2.64,0.11,0
2023-01-14 08:00:00,18.84,1014.39,42.2,1.61,0.7,0
2023-01-14 09:00:00,16.9,1013.07,57.8,0.83,0.09,0
2023-01-14 10:00:00,19.63,1014.68,62.7,4.19,0.54,0
2023-01-14 11:00:00,18.8,1015.12,50.8,5.84,0.97,0
2023-01-14 12:00:00,20.94,1003.32,40.3,0.17,0.72,0
2023-01-14 13:00:00,18.77,1016.33,57.9,4.44,0.01,0
2023-01-14 14:00:00,14.17,1008.09,69.7,5.56,0.36,0
2023-01-14 15:00:00,17.19,1005.79,47.7,0.45,0.08,0
2023-01-14 16:00:00,14.99,1012.71,45.7,0.66,0.19,0
2023-01-14 17:00:00,16.3,1013.42,43.7,4.15,0.69,0
2023-01-14 18:00:00,20.37,1009.53,56.7,3.89,0.1,0
2023-01-14 19:00:00,18.63,1017.16,57.9,0.41,1.32,0
2023-01-14 20:00:00,15.96,1006.29,63.8,5.01,0.01,0
2023-01-14 21:00:00,15.34,1010.97,62.6,3.14,0.09,0
2023-01-14 22:00:00,17.44,1010.08,66.8,5.44,0.03,0
2023-01-14 23:00:00,14.95,985.87,80.2,8.79,24.97,1
2023-01-15 00:00:00,16.04,986.53,76.1,11.49,36.74,1
2023-01-15 01:00:00,18.02,1007.96,56.7,3.1,0.35,0
2023-01-15 02:00:00,19.71,1016.62,48.9,1.51,1.04,0
2023-01-15 03:00:00,18.63,1013.32,49.9,3.04,0.49,0
2023-01-15 04:00:00,12.83,1003.54,68.0,0.6,0.02,0
2023-01-15 05:00:00,18.03,1003.21,60.5,3.95,0.0,0
2023-01-15 06:00:00,17.57,1012.94,69.2,0.8,0.54,0
2023-01-15 07:00:00,18.26,1011.9,52.5,3.07,0.05,0
2023-01-15 08:00:00,20.67,1012.48,56.1,0.33,0.37,0
2023-01-15 09:00:00,13.32,1012.86,54.6,1.8,1.2,0
2023-01-15 10:00:00,16.27,1014.13,43.2,1.39,0.41,0
2023-01-15 11:00:00,18.65,987.28,81.5,7.44,30.75,1
2023-01-15 12:00:00,14.31,1007.44,55.8,4.72,0.24,0
2023-01-15 13:00:00,20.43,1007.14,42.0,0.34,0.25,0
2023-01-15 14:00:00,18.22,1007.53,67.9,5.1,0.02,0
2023-01-15 15:00:00,19.18,1014.44,43.7,5.16,0.08,0
2023-01-15 16:00:00,16.36,1019.22,45.9,2.05,0.02,0
2023-01-15 17:00:00,19.13,1010.84,63.0,3.95,0.19,0
2023-01-15 18:00:00,19.65,1000.49,42.9,2.42,0.55,0
2023-01-15 19:00:00,17.98,1004.48,67.0,0.93,0.07,0
2023-01-15 20:00:00,17.99,1008.83,61.8,3.17,0.9,0
2023-01-15 21:00:00,18.07,1010.21,42.1,0.52,0.37,0
2023-01-15 22:00:00,15.81,1010.96,60.8,5.27,0.45,0
2023-01-15 23:00:00,17.25,1013.19,58.9,5.55,0.85,0
2023-01-16 00:00:00,17.25,1011.44,62.7,4.93,0.34,0
2023-01-16 01:00:00,18.33,1018.25,64.8,3.38,0.46,0
2023-01-16 02:00:00,19.57,1009.62,61.6,3.35,0.38,0
2023-01-16 03:00:00,15.46,1008.69,57.6,5.91,0.03,0
2023-01-16 04:00:00,17.33,1015.39,49.7,1.49,0.1,0
2023-01-16 05:00:00,20.55,1005.32,60.9,0.46,0.79,0
2023-01-16 06:00:00,16.11,1014.95,68.7,3.37,1.72,0
2023-01-16 07:00:00,15.96,1013.51,57.6,1.97,0.09,0
2023-01-16 08:00:00,18.01,1012.26,59.9,1.93,0.26,0
2023-01-16 09:00:00,19.3,1020.94,53.1,0.04,0.15,0
2023-01-16 10:00:00,17.65,1009.89,62.7,3.58,0.52,0
2023-01-16 11:00:00,20.29,995.94,70.6,14.87,12.92,1
2023-01-16 12:00:00,19.35,1011.87,44.8,1.13,0.02,0
2023-01-16 13:00:00,19.33,1006.61,46.1,0.24,1.72,0
2023-01-16 14:00:00,18.76,1013.35,56.2,2.19,1.29,0
2023-01-16 15:00:00,22.31,980.67,85.6,7.84,17.11,1
2023-01-16 16:00:00,17.25,978.56,88.1,9.18,45.27,1
2023-01-16 17:00:00,13.66,1014.99,41.5,4.07,0.17,0
2023-01-16 18:00:00,20.89,1015.78,52.1,4.54,0.25,0
2023-01-16 19:00:00,16.77,1009.89,57.5,1.97,0.2,0
2023-01-16 20:00:00,17.91,1017.94,57.6,4.93,0.26,0
2023-01-16 21:00:00,20.32,1018.79,59.7,4.15,0.04,0
2023-01-16 22:00:00,14.5,1020.18,61.6,3.36,0.94,0
2023-01-16 23:00:00,15.21,1015.65,59.2,0.01,0.43,0
2023-01-17 00:00:00,14.52,1019.82,63.7,0.21,0.29,0
2023-01-17 01:00:00,16.14,1003.6,58.7,5.95,0.6,0
2023-01-17 02:00:00,18.61,1011.41,56.1,4.69,0.61,0
