timestamp,channel_1,channel_2,channel_3,channel_4,channel_5
2024-01-01 00:02:06,26.929,48.994,65.034,54.448,28.481
2024-01-01 00:02:07,34.424,40.655,65.207,56.332,33.292
2024-01-01 00:02:08,27.87,39.069,65.137,64.059,35.442
2024-01-01 00:02:09,31.069,37.63,59.833,67.708,38.284
2024-01-01 00:02:10,34.03,33.204,62.005,69.73,51.721
2024-01-01 00:02:11,41.356,35.017,59.72,69.76,52.417
2024-01-01 00:02:12,36.008,32.992,52.214,65.348,57.645
2024-01-01 00:02:13,37.386,27.525,48.776,67.398,63.119
2024-01-01 00:02:14,40.018,33.739,47.92,66.394,66.673
2024-01-01 00:02:15,49.075,30.321,40.52,63.915,66.118
2024-01-01 00:02:16,38.188,25.204,36.932,62.129,70.094
2024-01-01 00:02:17,46.201,31.114,39.874,62.387,69.189
2024-01-01 00:02:18,60.0,33.468,36.435,56.361,70.788
2024-01-01 00:02:19,56.146,37.342,33.668,46.588,68.764
2024-01-01 00:02:20,53.548,35.609,33.375,47.233,63.754
2024-01-01 00:02:21,59.118,41.645,24.099,42.998,57.151
2024-01-01 00:02:22,61.667,42.539,34.243,34.967,57.122
2024-01-01 00:02:23,66.031,41.054,32.222,36.849,51.199
2024-01-01 00:02:24,70.811,43.902,35.625,31.495,41.156
2024-01-01 00:02:25,68.0,54.712,35.928,26.289,43.564
2024-01-01 00:02:26,66.473,58.094,37.634,31.366,40.645
2024-01-01 00:02:27,71.406,58.522,39.834,31.097,41.804
2024-01-01 00:02:28,67.581,64.894,45.269,31.152,30.496
2024-01-01 00:02:29,66.875,66.165,46.95,33.986,28.644
2024-01-01 00:02:30,202.546,330.707,262.559,153.131,101.233
2024-01-01 00:02:31,235.835,217.684,226.24,175.713,122.477
2024-01-01 00:02:32,230.924,248.24,264.245,164.761,130.827
2024-01-01 00:02:33,193.601,276.628,303.397,205.883,170.331
2024-01-01 00:02:34,274.496,232.456,234.421,261.492,177.42
2024-01-01 00:02:35,198.233,224.988,237.043,233.925,146.726
2024-01-01 00:02:36,53.623,70.116,66.162,58.952,53.133
2024-01-01 00:02:37,57.848,63.277,70.762,58.275,52.978
2024-01-01 00:02:38,57.304,68.867,67.78,69.15,59.794
2024-01-01 00:02:39,54.497,61.956,68.947,65.529,59.61
2024-01-01 00:02:40,58.358,63.599,70.863,70.349,65.271
2024-01-01 00:02:41,49.382,58.274,64.373,70.888,68.25
2024-01-01 00:02:42,51.267,56.146,66.396,70.453,69.938
2024-01-01 00:02:43,45.992,51.592,63.553,63.006,71.053
2024-01-01 00:02:44,43.414,50.203,60.908,63.593,72.353
2024-01-01 00:02:45,38.635,53.161,54.542,65.306,67.535
2024-01-01 00:02:46,38.716,48.519,60.074,61.448,64.57
2024-01-01 00:02:47,34.534,42.442,49.731,54.973,61.643
2024-01-01 00:02:48,35.5,38.538,43.883,48.632,54.181
2024-01-01 00:02:49,32.694,38.672,36.876,40.328,47.374
2024-01-01 00:02:50,29.262,37.409,36.186,41.544,45.681
2024-01-01 00:02:51,34.067,29.818,38.217,35.47,41.499
2024-01-01 00:02:52,31.687,30.816,37.105,34.86,36.581
2024-01-01 00:02:53,28.708,24.806,35.099,29.324,27.581
2024-01-01 00:02:54,30.47,33.37,32.402,29.654,27.853
2024-01-01 00:02:55,30.101,36.434,26.381,30.571,29.206
2024-01-01 00:02:56,28.4,31.224,32.425,31.683,33.264
2024-01-01 00:02:57,32.186,25.838,28.74,34.21,32.941
2024-01-01 00:02:58,31.386,35.724,30.134,33.608,39.553
2024-01-01 00:02:59,31.973,33.28,38.0,34.639,44.087
2024-01-01 00:03:00,31.754,36.456,41.997,47.413,48.35
2024-01-01 00:03:01,37.586,43.074,46.626,54.236,53.307
2024-01-01 00:03:02,42.594,44.931,49.115,52.496,51.536
2024-01-01 00:03:03,41.195,45.826,53.011,51.511,60.764
2024-01-01 00:03:04,53.339,48.533,52.205,57.229,61.582
2024-01-01 00:03:05,51.004,54.038,58.4,64.68,61.713
2024-01-01 00:03:06,54.858,55.518,57.437,70.147,68.017
2024-01-01 00:03:07,55.912,56.332,58.761,64.679,73.9
2024-01-01 00:03:08,61.608,61.329,69.273,69.255,71.115
2024-01-01 00:03:09,56.108,65.697,66.459,70.581,74.366
2024-01-01 00:03:10,53.064,66.121,72.33,71.987,66.286
2024-01-01 00:03:11,61.504,63.966,73.321,66.828,69.559
2024-01-01 00:03:12,66.396,72.26,67.702,60.773,58.451
2024-01-01 00:03:13,66.807,61.67,70.191,64.187,53.196
2024-01-01 00:03:14,68.534,68.633,64.634,61.963,44.306
2024-01-01 00:03:15,72.726,67.686,58.679,54.193,46.607
2024-01-01 00:03:16,70.649,69.067,61.674,51.294,37.318
2024-01-01 00:03:17,72.309,68.908,56.572,44.288,33.127
2024-01-01 00:03:18,67.168,68.763,53.058,39.014,36.084
2024-01-01 00:03:19,66.437,61.013,56.54,40.878,33.992
2024-01-01 00:03:20,73.97,62.341,42.25,35.797,33.401
2024-01-01 00:03:21,68.511,58.33,44.304,33.682,29.649
2024-01-01 00:03:22,65.113,49.571,36.745,35.151,32.512
2024-01-01 00:03:23,63.606,57.25,39.398,26.848,35.492
2024-01-01 00:03:24,61.749,44.036,34.992,28.686,41.917
2024-01-01 00:03:25,59.564,46.456,33.23,32.094,48.776
2024-01-01 00:03:26,55.639,43.336,27.898,32.091,50.131
2024-01-01 00:03:27,52.625,40.161,27.77,39.079,59.924
2024-01-01 00:03:28,54.059,35.291,32.899,39.753,61.415
2024-01-01 00:03:29,50.304,37.035,36.197,41.39,62.2
2024-01-01 00:03:30,52.808,28.046,33.78,48.889,68.77
2024-01-01 00:03:31,47.778,31.144,31.737,53.589,73.768
2024-01-01 00:03:32,45.16,28.741,38.097,60.121,75.852
2024-01-01 00:03:33,39.695,27.991,47.479,62.382,73.391
2024-01-01 00:03:34,39.257,31.411,43.972,65.931,68.646
2024-01-01 00:03:35,38.575,33.966,51.747,68.153,65.504
2024-01-01 00:03:36,37.723,30.805,48.932,68.443,64.463
2024-01-01 00:03:37,33.618,35.742,54.777,67.759,63.545
2024-01-01 00:03:38,35.735,35.538,60.336,70.714,55.084
2024-01-01 00:03:39,31.415,35.074,62.938,67.831,50.17
2024-01-01 00:03:40,32.976,39.653,62.292,71.975,44.058
2024-01-01 00:03:41,28.663,42.449,64.484,68.192,38.397
2024-01-01 00:03:42,24.564,44.347,71.589,62.642,35.031
2024-01-01 00:03:43,31.015,50.903,73.24,57.938,32.962
2024-01-01 00:03:44,32.927,53.512,74.536,52.271,35.832
2024-01-01 00:03:45,33.343,51.155,75.025,44.361,29.282
2024-01-01 00:03:46,34.06,53.94,68.925,43.195,30.726
2024-01-01 00:03:47,33.214,62.909,65.829,40.143,29.747
2024-01-01 00:03:48,33.572,61.632,68.454,37.013,37.366
2024-01-01 00:03:49,39.616,67.068,63.66,34.878,43.109
2024-01-01 00:03:50,41.413,70.175,55.279,34.175,48.358
2024-01-01 00:03:51,40.789,65.234,51.534,28.172,48.975
2024-01-01 00:03:52,48.265,65.541,52.353,27.989,55.07
2024-01-01 00:03:53,44.84,75.022,46.556,35.143,57.661
2024-01-01 00:03:54,48.331,70.766,43.324,34.782,63.975
2024-01-01 00:03:55,57.583,67.663,43.174,33.82,66.831
2024-01-01 00:03:56,57.826,64.844,39.148,37.917,68.575
2024-01-01 00:03:57,56.605,64.389,38.247,41.744,70.181
2024-01-01 00:03:58,60.87,60.217,26.417,46.344,71.261
2024-01-01 00:03:59,62.633,63.955,31.565,52.045,67.923
2024-01-01 00:04:00,55.887,56.201,32.174,62.579,65.809
2024-01-01 00:04:01,63.121,58.821,25.511,59.651,68.362
2024-01-01 00:04:02,67.137,51.206,28.844,64.739,67.251
2024-01-01 00:04:03,67.377,46.084,29.696,60.747,50.819
2024-01-01 00:04:04,70.034,44.762,34.331,66.645,45.691
2024-01-01 00:04:05,73.202,35.095,41.764,73.207,41.668
2024-01-01 00:04:06,69.035,39.712,46.035,71.207,39.639
2024-01-01 00:04:07,66.675,36.925,40.973,56.348,38.671
2024-01-01 00:04:08,70.336,37.591,48.68,70.113,34.663
2024-01-01 00:04:09,67.569,27.519,52.566,71.548,31.376
2024-01-01 00:04:10,66.955,35.155,55.81,56.747,31.606
2024-01-01 00:04:11,65.127,33.091,59.435,63.621,28.346
2024-01-01 00:04:12,71.038,33.84,62.443,46.637,31.309
2024-01-01 00:04:13,55.659,29.889,69.473,53.419,34.717
2024-01-01 00:04:14,59.075,33.562,70.077,46.202,33.708
2024-01-01 00:04:15,57.916,27.077,65.346,34.983,39.376
2024-01-01 00:04:16,53.136,35.073,72.003,39.56,44.34
2024-01-01 00:04:17,55.639,32.5,72.677,38.43,54.983
2024-01-01 00:04:18,52.79,32.126,70.608,33.55,58.247
2024-01-01 00:04:19,47.612,36.305,72.014,32.539,63.696
2024-01-01 00:04:20,44.386,42.556,67.47,28.802,59.959
2024-01-01 00:04:21,42.386,43.118,65.184,24.668,63.68
2024-01-01 00:04:22,40.054,49.883,62.099,33.494,71.645
2024-01-01 00:04:23,37.942,46.526,52.411,38.731,61.623
2024-01-01 00:04:24,35.622,48.716,54.65,39.729,72.695
2024-01-01 00:04:25,35.185,62.23,49.136,33.894,61.431
2024-01-01 00:04:26,35.192,63.633,43.79,39.319,66.26
2024-01-01 00:04:27,28.034,60.304,47.955,45.628,57.039
2024-01-01 00:04:28,27.674,65.629,41.698,47.777,58.223
2024-01-01 00:04:29,25.005,70.483,36.981,56.956,59.757
2024-01-01 00:04:30,32.607,70.024,32.727,61.942,38.361
2024-01-01 00:04:31,30.854,70.073,33.222,59.89,42.614
2024-01-01 00:04:32,32.05,73.275,33.855,69.248,31.04
2024-01-01 00:04:33,27.005,67.647,27.635,70.641,34.523
2024-01-01 00:04:34,37.724,69.276,30.053,68.205,30.442
2024-01-01 00:04:35,31.915,67.982,33.34,69.388,30.449
2024-01-01 00:04:36,35.894,65.61,26.29,63.152,27.562
2024-01-01 00:04:37,39.846,63.232,33.931,66.185,34.101
2024-01-01 00:04:38,36.43,62.225,35.395,64.555,30.01
2024-01-01 00:04:39,40.04,59.408,39.339,61.691,41.649
2024-01-01 00:04:40,159.602,169.865,160.193,245.709,153.525
2024-01-01 00:04:41,236.414,238.28,150.928,210.877,165.424
2024-01-01 00:04:42,223.052,199.164,220.094,176.732,174.622
2024-01-01 00:04:43,199.744,198.829,164.866,198.773,229.911
2024-01-01 00:04:44,212.183,195.034,177.08,214.867,309.933
2024-01-01 00:04:45,202.567,153.077,327.275,140.228,296.919
2024-01-01 00:04:46,56.284,31.761,62.576,34.725,65.446
2024-01-01 00:04:47,64.651,38.38,72.069,31.053,69.267
2024-01-01 00:04:48,59.005,31.63,68.441,28.398,70.354
2024-01-01 00:04:49,70.101,35.692,74.909,31.581,73.795
2024-01-01 00:04:50,67.439,29.428,72.247,28.985,68.559
2024-01-01 00:04:51,60.145,30.035,70.631,33.38,64.733
2024-01-01 00:04:52,68.026,35.748,68.517,34.733,59.68
2024-01-01 00:04:53,71.639,29.51,65.173,36.904,55.564
2024-01-01 00:04:54,69.264,34.897,64.99,40.587,54.71
2024-01-01 00:04:55,72.081,32.617,64.64,44.208,45.838
2024-01-01 00:04:56,67.01,35.512,58.665,45.162,39.933
2024-01-01 00:04:57,64.937,36.643,54.197,55.61,35.267
2024-01-01 00:04:58,67.616,41.492,50.652,59.303,31.953
2024-01-01 00:04:59,66.6,39.688,50.588,64.89,27.08
